ID,label,sex,age,edu_lv,credit_rec,inc,loan_suc,repay_suc,repay_time,dlqin0,loan_position,remen_mun,max_loan,max_debt
9903,0,1,24,1,2,4,0,0,0,0,0,0,0,0
9904,1,0,25,1,2,4,3,22,12,8,14849,0,11500,13641.12
9905,0,0,28,1,2,3,13,87,78,0,22258,0,4000,13407.61
9906,0,1,25,1,2,4,9,49,31,18,41733,15601.94,12917,18547.24
9907,0,1,35,1,2,4,1,3,3,0,6800,4011.75,6800,8023.5
9908,0,0,29,2,2,2,10,65,64,1,20323,5641.49,5000,9836.63
9909,0,0,18,1,2,2,6,30,30,0,5712,1102.29,1500,3110.8
9910,0,1,28,1,2,4,0,0,0,0,0,0,0,0
9911,0,1,20,1,2,2,0,0,0,0,0,0,0,0
9912,0,1,28,1,2,3,1,12,8,4,1000,0,1000,1359.6
9913,0,1,31,1,0,5,2,3,3,0,1900,0,950,1120.92
9914,0,1,25,2,0,4,27,129,126,0,63541,5351.64,11805,17516.9
9915,0,0,35,1,2,3,7,21,18,3,19779,0,5664,9620.14
9916,0,1,23,1,2,3,0,0,0,0,0,0,0,0
9917,0,1,24,1,2,4,6,37,37,0,12729,2833.52,4785,6987.6
9918,0,1,34,1,2,2,3,15,12,3,3591,0,1500,3541.14
9919,0,0,25,1,2,3,6,39,29,10,12813,1856.56,3500,5278.15
9920,0,0,25,1,2,3,12,98,93,4,24334,5248.86,8200,10471.57
9921,0,1,30,1,2,2,0,0,0,0,0,0,0,0
9922,0,0,25,1,2,2,9,57,51,6,9300,1805.73,1500,5010.76
9923,0,0,39,1,2,4,13,72,66,6,31481,2165.34,14000,16606.56
9924,0,1,27,1,2,3,1,2,2,0,1400,508.63,1400,1525.89
9925,0,1,21,1,2,3,6,24,21,2,10622,1730.44,3500,4444.41
9926,0,1,28,1,2,4,14,82,81,1,26846,4693.7,7100,9208.86
9927,0,1,23,1,2,2,2,9,7,2,2000,0,1000,1826.16
9928,0,1,22,1,2,4,1,0,0,0,2700,3185.82,2700,3185.82
9929,0,0,23,2,2,2,3,11,11,0,11538,5806.26,5000,7139.26
9930,0,1,31,1,2,3,13,62,58,4,75818,13593.45,20400,27859.98
9931,0,0,28,1,2,4,16,121,83,35,72194,7846.78,12000,22419.96
9932,0,0,24,1,2,3,1,5,5,0,6000,4391.73,6000,8158.68
9933,0,1,35,3,2,3,3,9,8,1,24480,5612.75,8480,10804.23
9934,0,0,29,1,2,5,19,146,139,7,66574,0,7104,15464.4
9935,0,0,24,1,2,2,2,9,9,0,3663,0,2663,3222.66
9936,0,1,22,1,2,4,4,21,15,3,3200,0,2000,2420.31
9937,0,1,24,1,2,3,18,86,67,18,18632,2574.15,2421,6606.82
9938,0,1,44,1,2,5,0,0,0,0,0,0,0,0
9939,0,0,42,1,2,2,4,16,16,0,5450,1258.44,2600,3486.84
9940,0,1,37,1,2,3,2,18,16,2,5188,0,3700,4399.48
9941,0,1,31,2,2,3,20,209,209,0,28834,764.68,3000,9761.39
9942,0,1,26,1,2,4,17,132,132,0,47642,17076.2,10000,20756.52
9943,0,1,24,1,2,3,7,1,1,0,7000,0,7000,7996.32
9944,0,1,23,1,2,2,3,16,13,3,2130,1182.71,1000,1924.12
9945,0,1,34,1,2,3,6,31,22,9,7290,1955.84,3000,3682.37
9946,0,0,22,1,2,2,0,0,0,0,0,0,0,0
9947,0,1,27,2,2,3,8,39,31,8,12736,912.81,2500,3372.19
9948,0,1,37,1,1,5,8,45,45,0,38398,3835.35,9429,13502.25
9949,0,0,22,1,2,2,2,17,12,2,5476,1771.17,4000,4562.04
9950,0,1,24,1,2,2,1,3,2,1,2000,1149.03,2000,2359.86
9951,0,0,21,1,2,2,0,0,0,0,0,0,0,0
9952,0,1,26,1,2,2,0,0,0,0,0,0,0,0
9953,0,1,34,3,2,3,2,15,15,0,5300,0,3700,4698.45
9954,0,1,39,1,2,3,1,6,5,1,1000,0,1000,1204.93
9955,0,1,33,1,2,4,3,30,30,0,12168,0,4768,7345.17
9956,0,0,45,1,2,3,4,35,29,6,8607,473.18,3700,4552.67
9957,0,1,38,1,2,2,0,0,0,0,0,0,0,0
9958,0,1,25,1,2,2,2,11,9,2,4600,0,3600,4053.92
9959,0,0,32,1,2,2,9,67,62,4,26500,6380.76,7000,13104.33
9960,0,1,29,3,2,4,1,2,1,1,7200,5663.6,7200,8541.98
9961,0,1,25,1,2,2,1,3,3,0,1000,0,1000,1166.73
9962,0,1,25,3,2,5,17,120,104,14,44768,8915.72,6083,15714.51
9963,0,1,28,2,2,4,0,0,0,0,0,0,0,0
9964,0,1,31,1,2,4,16,63,30,33,31688,0,6359,8379.95
9965,0,0,29,1,2,4,0,0,0,0,0,0,0,0
9966,0,0,25,3,2,5,0,0,0,0,0,0,0,0
9967,0,1,22,1,2,4,1,3,2,1,1500,884.91,1500,1794.99
9968,0,0,44,1,2,4,17,93,93,0,24127,1453.22,4900,7334.47
9969,0,1,36,2,2,3,8,32,32,0,5737,1990.72,1500,2540.65
9970,0,0,34,1,2,2,6,28,28,0,10841,2435.67,3500,5519.56
9971,0,1,27,2,2,3,1,2,2,0,3000,2359.88,3000,3539.82
9972,0,1,25,1,2,3,2,7,2,5,2000,0,1000,1187.13
9973,0,1,27,1,2,5,5,18,16,2,12142,8345.28,5000,12619.02
9974,0,1,36,2,2,2,1,3,3,0,3500,2064.84,3500,4129.68
9975,0,1,28,2,2,4,4,42,28,14,17963,0,6115,9168.66
9976,0,1,33,1,2,3,4,22,22,0,6200,2416.86,2500,5281.88
9977,0,0,22,1,2,3,18,97,93,3,26230,5254.41,2962,7229.82
9978,0,1,23,2,0,3,11,85,83,2,22850,0,4500,14775.28
9979,0,1,23,1,2,3,1,2,0,2,2350,1848.6,2350,2799.2
9980,0,1,30,2,2,5,1,4,4,0,11500,9444.32,11500,14166.48
9981,0,1,19,1,2,1,1,2,2,0,1000,786.6,1000,1179.9
9982,0,0,33,1,2,4,0,0,0,0,0,0,0,0
9983,0,0,29,1,1,2,2,9,8,1,3119,2138.73,2369,3823.65
9984,0,0,22,1,2,2,1,3,2,1,2500,1474.92,2500,2484.28
9985,0,1,23,1,0,3,1,3,3,0,4000,3974.49,4000,5439.84
9986,0,1,32,2,2,5,15,111,110,1,46987,11004.45,8000,16489.05
9987,0,1,36,1,2,3,9,47,47,0,17471,2673.69,3474,6137.91
9988,0,0,32,1,2,4,3,12,12,0,11222,1221.87,4500,5307.12
9989,0,1,25,1,2,2,1,3,3,0,7000,6527.7,7000,9441.4
9990,0,1,29,1,2,2,35,199,182,16,82879,19312.35,4427,21083.71
9991,0,1,27,1,2,4,16,87,86,0,23583,2738.22,3900,5816.11
9992,0,1,30,1,1,4,14,105,97,8,36124,2646.24,4928,12907.74
9993,0,1,27,1,2,3,6,29,29,0,17155,2516.8,5420,6474.53
9994,0,1,22,2,2,3,1,5,4,1,700,136.47,700,825.89
9995,0,1,46,1,2,3,5,30,27,3,9945,1359.3,3100,5414.67
9996,0,1,24,1,2,3,2,8,8,0,3600,839,2000,2343.48
9997,0,1,22,2,2,3,1,4,3,1,2000,1780,2000,2670
9998,0,0,30,1,2,3,0,0,0,0,0,0,0,0
9999,0,1,20,1,2,3,1,12,7,5,1000,0,1000,1186.08
10000,0,1,22,1,0,4,1,2,2,0,4300,3382.36,4300,5073.54
10001,0,0,40,1,2,4,1,0,0,0,5500,7479.84,5500,7479.84
10002,0,1,23,1,2,3,3,12,5,7,3979,0,1900,2427.49
10003,0,1,23,1,2,2,4,8,8,0,5100,0,1800,2930.7
10004,0,0,29,1,2,3,4,15,15,0,17947,10354.17,7000,12008.6
10005,0,1,23,1,2,2,1,0,0,0,2000,2359.86,2000,2359.86
10006,0,1,36,1,2,5,9,46,46,0,42750,7344.04,9400,16391.22
10007,0,1,55,1,2,5,0,0,0,0,0,0,0,0
10008,0,1,22,1,2,2,0,0,0,0,0,0,0,0
10009,0,0,34,2,2,3,2,16,16,0,3000,992.75,1500,2039.64
10010,0,1,20,1,2,3,1,12,9,3,2750,0,2750,2705.45
10011,0,1,29,1,2,3,1,3,3,0,11000,6299.31,11000,12598.62
10012,0,1,30,1,2,4,11,32,22,10,15075,0,1500,4711.44
10013,0,1,36,1,2,2,1,6,4,2,6100,0,6100,6711.96
10014,0,1,22,1,2,2,4,23,22,0,6654,0,3000,5389.36
10015,0,1,29,1,2,3,6,11,10,0,7100,0,1500,1503.59
10016,0,1,22,1,2,3,2,9,9,0,4000,1099.83,2000,2359.7
10017,0,1,37,2,2,4,5,26,26,0,36518,2291.52,11500,14235.78
10018,0,1,31,1,2,5,0,0,0,0,0,0,0,0
10019,0,1,20,1,2,3,1,4,4,0,1500,0,1500,1769.88
10020,0,1,39,1,1,3,9,50,50,0,30453,0,5000,13531.02
10021,0,1,32,1,2,2,6,25,18,6,9108,0,3000,3426.96
10022,0,1,29,1,2,3,21,161,158,2,33816,4627.95,3331,12378.77
10023,0,1,28,1,2,5,1,12,12,0,3500,0,3500,1758.05
10024,0,1,37,1,2,0,0,0,0,0,0,0,0,0
10025,0,0,20,1,2,3,1,2,1,1,3500,2753.12,3500,4129.68
10026,0,0,23,1,2,2,1,7,3,3,1000,0,1000,1242.3
10027,0,1,41,1,2,5,3,17,14,3,8350,2567.83,3300,5083.67
10028,0,1,35,2,2,4,2,12,6,6,14600,0,11000,12565.62
10029,0,1,24,1,2,3,2,16,14,2,4200,1388.25,2100,2855.46
10030,0,1,36,1,2,3,9,82,62,20,26192,4566.95,6900,9196.86
10031,1,1,24,1,2,2,1,18,3,12,4155,0,4155,3667.9
10032,0,1,24,1,2,3,11,66,56,10,22444,0,8000,14104.18
10033,0,1,28,2,2,2,12,34,29,4,16960,2799.08,1700,3825.64
10034,0,1,37,1,2,3,1,3,2,1,1000,0,1000,1146.69
10035,0,1,25,2,1,3,2,16,6,6,9267,0,5400,8419.92
10036,0,1,32,2,1,5,16,160,141,19,52703,0,6000,22971.79
10037,0,1,21,1,2,4,1,2,2,0,7600,10399.04,7600,11698.92
10038,0,0,19,1,2,5,0,0,0,0,0,0,0,0
10039,0,0,31,1,2,4,14,138,138,0,58215,8839.04,9725,17742.22
10040,0,1,26,1,2,3,3,8,7,1,2500,0,1000,1213.38
10041,0,1,26,1,2,3,1,1,1,0,3000,0,3000,3539.76
10042,0,1,28,1,2,3,1,11,8,3,12000,1166.18,12000,13994.16
10043,0,1,20,1,2,2,1,2,2,0,1200,1359.9,1200,1631.88
10044,0,0,26,3,2,3,9,80,65,11,38766,4967.25,7550,11997.87
10045,0,0,26,1,2,3,0,0,0,0,0,0,0,0
10046,0,1,22,1,2,4,0,0,0,0,0,0,0,0
10047,0,1,41,1,1,3,9,82,82,0,25970,4676.66,6972,13074.68
10048,0,1,19,1,2,3,1,12,12,0,500,0,500,679.82
10049,0,0,43,1,2,3,0,0,0,0,0,0,0,0
10050,1,1,25,1,2,4,10,69,46,20,25044,9147.32,7454,12535.89
10051,0,1,32,1,2,4,0,0,0,0,0,0,0,0
10052,0,1,19,1,2,1,2,10,2,5,1500,0,1000,1092.84
10053,0,1,23,1,2,3,3,24,18,6,6449,0,2500,5404.41
10054,0,1,21,1,2,2,1,3,3,0,700,0,700,762.93
10055,0,1,30,2,2,4,6,23,8,13,7400,0,3400,6903.74
10056,0,1,26,2,2,4,1,1,1,0,10600,0,10600,12573.48
10057,0,1,24,1,2,4,0,0,0,0,0,0,0,0
10058,0,1,21,1,2,4,5,20,20,0,6202,1713.81,2400,3045.9
10059,0,0,20,1,2,2,3,10,7,3,3521,2918.25,1500,3883.55
10060,0,1,41,1,0,3,0,0,0,0,0,0,0,0
10061,0,0,22,1,2,3,1,5,5,0,1250,951.3,1250,1699.55
10062,0,0,32,1,2,3,10,69,69,0,31900,3513.86,8000,14290.59
10063,0,1,38,1,2,3,8,43,40,2,19350,0,5167,8488.92
10064,0,1,25,1,2,3,1,6,6,0,4000,0,4000,4567.44
10065,0,1,46,1,2,3,3,16,12,4,3240,201.02,2000,2228.76
10066,0,1,28,2,2,3,2,21,21,0,12000,0,10000,11716.08
10067,0,1,28,1,2,3,6,28,26,2,17327,1730.86,5700,6760.2
10068,0,1,39,2,2,3,9,62,53,8,32771,0,12000,13070.7
10069,0,1,22,1,2,3,1,4,4,0,7000,5802.4,7000,9441.39
10070,0,0,42,1,2,2,10,36,35,1,18571,6041,6100,8263.82
10071,0,0,37,1,2,3,1,6,6,0,6500,0,6500,7645.08
10072,0,1,20,1,2,2,11,66,60,5,10329,2256.65,2829,5505.53
10073,0,1,30,1,2,3,1,3,2,1,1800,0,1800,2181.12
10074,0,1,50,1,2,2,22,175,173,2,50159,8240.41,5000,15915.32
10075,0,1,26,1,2,4,9,33,31,2,11724,1113.57,2163,3005.34
10076,0,0,18,1,2,2,1,4,4,0,1000,393.28,1000,1179.84
10077,0,0,47,1,2,5,5,44,43,1,28322,4745.52,8600,12771.33
10078,0,0,24,2,2,2,1,2,2,0,3600,4079.9,3600,4895.88
10079,0,1,27,1,2,3,4,19,16,3,5400,713.43,1800,2626.96
10080,0,1,20,1,2,1,4,18,17,1,4000,1253.25,2000,2738.52
10081,0,1,32,1,2,5,0,0,0,0,0,0,0,0
10082,0,1,41,1,2,4,16,99,96,3,24852,6139.75,4421,9592.92
10083,0,0,35,1,2,2,1,12,11,1,5500,0,5500,6936.36
10084,0,1,33,2,2,3,8,36,36,0,17156,0,7100,7519.8
10085,0,1,18,1,2,2,1,3,3,0,650,0,650,708.45
10086,0,0,20,1,2,2,2,6,6,0,2102,1141.63,1500,2039.58
10087,0,0,21,1,2,2,2,7,3,4,2790,2193.1,2250,3059.28
10088,0,1,21,1,2,2,1,5,5,0,1500,1119.79,1500,2039.64
10089,0,0,22,1,2,3,5,42,33,9,3960,0,1250,1405.79
10090,0,0,26,1,2,4,11,67,67,0,19772,5097.08,5600,8497.41
10091,0,0,39,1,2,2,17,115,115,0,76846,15053.67,20000,25531.86
10092,0,1,27,2,2,1,1,3,3,0,12000,12239.82,12000,16319.76
10093,0,1,25,1,2,2,2,18,9,9,4500,0,3000,4901.02
10094,0,0,30,1,2,4,5,33,33,0,19800,4964.21,5000,14003.75
10095,0,0,24,2,2,2,3,7,7,0,9000,8886.52,5000,10583.84
10096,0,1,22,1,2,3,13,36,26,7,17700,0,1600,2166.08
10097,0,1,26,3,2,4,3,20,20,0,12300,0,7300,8343.63
10098,0,0,37,1,2,3,5,28,17,11,36669,2978.45,9000,12546.23
10099,0,1,21,1,2,2,3,12,8,4,1925,0,700,739.71
10100,0,0,22,1,2,2,1,2,2,0,2700,3059.9,2700,3059.9
10101,0,1,24,1,2,2,2,12,11,1,3500,0,2000,2343.48
10102,0,0,23,1,0,2,1,4,4,0,4000,3478.8,4000,5439.84
10103,0,0,26,1,2,4,2,6,5,1,22100,0,11100,14096.49
10104,0,1,38,1,2,3,6,31,28,3,13149,3473.3,5000,6254.92
10105,0,1,24,1,2,2,6,32,17,14,5370,0,1500,3840.76
10106,0,1,24,1,2,3,19,98,76,14,26469,0,3409,12819.53
10107,0,1,21,1,2,3,1,6,5,1,3000,0,3000,3317.16
10108,0,1,24,3,2,2,6,32,32,0,30557,7555.05,8233,12792.99
10109,1,1,30,1,2,3,5,17,16,0,6756,0,3000,4402.05
10110,0,1,39,1,2,3,3,26,25,1,3197,0,1385,2251.92
10111,0,0,30,1,2,4,2,3,3,0,9000,0,4500,5876.82
10112,0,1,35,1,2,3,3,18,17,1,7500,0,2500,3174.6
10113,0,1,33,1,2,3,3,17,17,0,10779,2801,5300,6726.24
10114,0,1,36,1,2,3,8,39,20,19,11899,0,4900,6593.44
10115,0,1,31,1,2,2,4,11,11,0,9050,2412.9,3650,4635.21
10116,0,1,22,1,2,3,2,2,2,0,4000,0,2000,2719.8
10117,0,0,24,1,2,3,8,43,43,0,10825,3045.92,3026,7140.84
10118,1,1,21,1,2,3,2,7,2,1,2850,0,1750,1969.62
10119,0,0,25,1,2,3,1,2,2,0,18000,18091.2,18000,21709.44
10120,0,1,29,1,2,3,2,5,5,0,2000,0,1000,1269.81
10121,0,1,44,1,2,2,1,4,4,0,1000,0,1000,1359.84
10122,0,0,22,1,2,2,0,0,0,0,0,0,0,0
10123,0,1,41,3,2,5,12,79,75,4,23749,3881.49,4035,9972.68
10124,0,1,26,1,2,3,1,5,2,3,12000,0,12000,14529.64
10125,0,1,29,1,2,4,55,240,231,9,74038,9240.72,5600,12227.77
10126,0,0,25,1,2,4,4,18,17,1,13599,13695.6,6561,14586.76
10127,0,1,26,1,2,3,2,10,6,4,4961,2937.86,4000,5439.04
10128,0,1,28,1,2,5,1,4,4,0,1800,707.96,1800,2123.88
10129,0,0,34,1,2,3,20,105,105,0,74140,15062.26,6637,19268.7
10130,0,0,32,1,2,2,2,8,8,0,3500,1765.16,2000,3430.1
10131,0,1,36,1,2,4,1,4,4,0,3200,2729.68,3200,4351.83
10132,0,1,38,1,2,3,11,69,63,6,15493,2074.42,2500,5675.67
10133,0,0,31,1,2,3,3,15,11,4,10910,0,5110,7031.43
10134,0,1,30,2,2,2,1,12,4,8,1800,0,1800,2135.04
10135,0,1,28,1,2,3,4,21,16,5,8772,0,4500,5141.5
10136,0,1,27,3,2,3,5,17,17,0,24233,8573.7,9000,11067.88
10137,0,1,31,1,2,3,3,12,11,1,4000,0,2500,2918.28
10138,0,1,20,1,2,1,1,4,4,0,2000,1604.48,2000,2517.52
10139,0,0,20,1,2,3,6,25,25,0,10586,3767.54,5000,6347.34
10140,0,0,21,1,2,3,6,15,13,2,17093,0,3640,4285.44
10141,0,0,26,2,2,3,15,128,98,30,51625,11066.3,8013,14320
10142,1,0,26,1,2,4,2,21,12,7,4992,0,3100,4618.82
10143,0,0,32,1,2,3,5,24,14,10,10724,1824.54,4935,6004.59
10144,0,1,38,1,2,4,18,78,60,17,33383,0,8500,10954.74
10145,0,1,21,1,2,4,1,4,4,0,3000,2509.12,3000,4079.91
10146,0,0,30,1,2,4,10,64,62,2,35614,4434.13,15000,17206.63
10147,0,1,23,1,2,2,3,30,9,21,6856,0,4000,6559.51
10148,0,1,22,1,2,3,17,102,78,23,38738,3082.59,6100,13083.11
10149,0,1,22,2,2,2,0,0,0,0,0,0,0,0
10150,0,0,24,3,2,3,2,8,3,5,9275,6732.41,8000,9858.41
10151,0,0,39,1,2,5,1,4,4,0,13000,10689.28,13000,16033.92
10152,0,1,36,1,2,3,6,51,45,6,24208,3971.22,6000,9599.04
10153,0,1,27,1,2,4,7,48,39,7,12240,3512.72,3714,5008.21
10154,0,1,26,1,2,3,3,14,14,0,12000,0,10000,11861.76
10155,0,1,26,1,2,3,2,12,12,0,2159,1166.56,1159,2578.96
10156,0,1,21,1,2,2,1,2,2,0,2000,2266.6,2000,2266.6
10157,0,1,28,1,0,2,1,1,1,0,2000,0,2000,2359.86
10158,0,1,32,1,2,3,1,2,2,0,3500,2753.08,3500,4129.62
10159,0,1,24,1,2,4,0,0,0,0,0,0,0,0
10160,0,1,38,1,2,3,3,20,19,1,5190,890.08,3000,3589.63
10161,1,0,26,1,2,2,1,1,0,0,1000,0,1000,1653.95
10162,0,1,34,1,2,4,19,90,90,0,33051,0,3787,12619.94
10163,0,0,29,2,2,4,13,66,66,0,69772,13003.56,30000,35676.12
10164,0,1,31,1,2,3,6,29,29,0,13500,2893.48,6500,8249.19
10165,0,0,26,1,2,2,2,11,11,0,6614,1568.34,5000,6798.36
10166,0,1,32,1,2,3,1,3,2,1,1800,1061.94,1800,2123.88
10167,0,1,23,1,2,2,1,3,3,0,1500,0,1500,1817.61
10168,0,1,27,1,2,3,1,4,4,0,8000,6691.04,8000,10879.74
10169,0,1,39,1,2,3,11,54,54,0,9835,2413.49,1554,3469.53
10170,0,1,47,1,2,3,3,33,32,1,22000,0,9000,12593.28
10171,0,0,27,1,2,3,1,2,1,1,2000,1573.16,2000,2385.62
10172,0,1,27,1,2,5,1,2,1,1,10500,11327.5,10500,13593
10173,0,1,32,1,2,4,1,3,2,1,1000,0,1000,1115.16
10174,0,1,18,1,2,2,0,0,0,0,0,0,0,0
10175,0,0,28,3,2,2,3,24,18,6,13064,0,8200,8732.51
10176,0,1,21,1,2,2,13,35,35,0,9945,2170.23,1000,3226.66
10177,0,1,40,1,2,3,3,14,14,0,19059,11903.45,14000,19035.75
10178,0,1,42,1,2,2,1,8,6,2,1500,639.8,1500,2039.4
10179,0,0,20,1,2,1,0,0,0,0,0,0,0,0
10180,0,1,23,1,0,4,0,0,0,0,0,0,0,0
10181,0,1,30,1,2,3,24,99,99,0,41167,5692.07,5000,11901.96
10182,0,1,39,1,2,5,3,18,18,0,10950,3893.58,4950,6285.87
10183,0,1,28,1,2,2,1,1,1,0,1000,0,1000,1127.5
10184,0,1,23,1,2,3,1,8,8,0,3000,1254.68,3000,4079.04
10185,0,0,22,1,2,3,4,15,13,2,7400,1399.77,2500,2949.54
10186,0,1,27,1,2,4,14,44,39,5,48526,3244.5,9520,10964.64
10187,1,1,22,1,0,3,4,14,12,1,3000,0,1300,2275.23
10188,0,1,23,1,2,3,1,12,12,0,5000,0,5000,6798.32
10189,0,1,21,1,2,2,0,0,0,0,0,0,0,0
10190,0,0,31,1,2,3,22,99,98,1,29400,11364.48,5500,12905.97
10191,0,0,18,1,2,2,6,34,34,0,5500,2343.5,2000,3721.17
10192,0,1,23,1,2,3,1,1,1,0,1000,0,1000,1163.33
10193,0,1,28,3,2,4,6,33,23,10,25411,8190.52,7612,11726.86
10194,0,1,25,1,2,3,2,9,5,4,2675,1620.93,2000,2719.32
10195,0,0,31,1,2,2,1,2,1,1,2100,0,2100,2460.66
10196,0,1,32,1,2,5,0,0,0,0,0,0,0,0
10197,0,1,33,1,2,3,15,60,56,1,18861,0,2223,6864.49
10198,0,0,42,1,2,2,9,91,58,32,21429,0,4500,11967.82
10199,0,1,28,1,2,4,4,13,13,0,16850,0,10000,12318.66
10200,0,1,30,1,2,4,2,12,9,3,4247,0,3200,3783.48
10201,0,1,37,1,2,3,7,15,10,1,7153,0,1550,2003.58
10202,0,1,20,1,0,2,7,35,35,0,10361,1771.99,3250,3875.09
10203,0,1,26,1,2,2,1,2,2,0,500,0,500,603.33
10204,0,1,28,2,2,3,3,30,24,6,10562,0,5800,7135.78
10205,0,0,30,1,2,3,0,0,0,0,0,0,0,0
10206,0,1,28,1,2,3,0,0,0,0,0,0,0,0
10207,0,1,23,1,2,2,3,17,17,0,16200,7819.8,6900,9383.76
10208,0,1,26,1,2,2,9,57,48,9,13134,0,3514,7360.39
10209,0,1,28,1,2,3,1,3,3,0,2500,0,2500,2933.46
10210,0,1,24,1,2,5,3,16,16,0,7800,4830.48,4000,7443.04
10211,0,0,31,1,2,3,1,3,3,0,5000,7348.74,5000,8398.56
10212,0,1,25,1,2,2,4,15,13,2,8282,0,3000,5280.38
10213,0,1,21,1,2,4,1,6,1,5,500,0,500,610.36
10214,0,0,40,1,2,4,3,26,22,4,24547,3618.6,10700,15542.22
10215,0,1,21,1,2,2,3,12,8,4,4423,2787.2,3000,4079.04
10216,0,1,27,1,1,5,0,0,0,0,0,0,0,0
10217,0,1,29,1,2,5,3,24,24,0,17800,0,6800,11589.49
10218,0,1,25,3,2,3,2,8,8,0,6377,5052.23,5500,7478.52
10219,0,1,22,2,2,4,2,12,11,1,8067,3753.73,6500,8848.99
10220,0,0,34,1,2,3,2,9,9,0,10259,8002.5,5259,9395.57
10221,0,1,28,1,2,2,1,2,2,0,2000,2266.6,2000,2719.92
10222,0,1,27,1,2,3,18,128,127,1,36395,5373.06,4038,14197.75
10223,0,0,36,1,2,4,9,46,45,1,19738,5188.5,10000,11911.74
10224,0,1,30,1,2,3,2,3,2,1,1400,825.93,1400,1651.86
10225,0,1,21,1,2,2,2,10,10,0,1641,1063.04,1000,1811.07
10226,0,0,29,1,2,3,1,4,4,0,5000,4181.84,5000,6799.74
10227,0,0,24,1,2,3,5,22,21,1,14762,2557.56,6000,7686.37
10228,0,1,21,1,2,2,2,9,5,3,1350,0,1050,1292.11
10229,0,1,29,1,2,3,3,15,14,1,11716,1744.02,4900,5584.05
10230,0,1,35,2,2,5,10,64,60,3,63086,0,10285,23755.68
10231,0,1,28,1,2,2,8,61,61,0,27864,4370.29,6500,13339.05
10232,0,1,27,1,2,3,11,39,36,1,15790,989.32,3000,4965.24
10233,0,1,27,1,2,3,3,12,12,0,3070,588.39,1070,1446.76
10234,0,0,26,3,2,2,2,15,13,2,1750,0,1250,1447.56
10235,0,0,25,1,2,3,0,0,0,0,0,0,0,0
10236,0,1,24,1,2,3,0,0,0,0,0,0,0,0
10237,0,0,29,1,2,5,18,51,42,9,35237,0,4600,9549.43
10238,0,0,23,1,2,3,5,24,23,1,9217,3554.65,3000,4986.69
10239,0,1,24,1,2,4,1,3,3,0,13500,13028.67,13500,17371.56
10240,0,1,33,1,2,4,1,8,8,0,1000,434.88,1000,1359.64
10241,0,1,23,2,2,3,0,0,0,0,0,0,0,0
10242,0,1,35,2,1,2,8,20,20,0,13440,0,4000,6152.64
10243,0,1,36,1,2,2,2,24,16,8,6300,0,3300,4988.4
10244,0,0,28,1,2,3,15,74,60,13,39275,11431.41,5600,13604.18
10245,0,1,23,1,2,2,12,55,47,8,18060,3890.37,3636,6956.07
10246,0,1,23,1,2,3,1,2,2,0,1500,544.97,1500,1634.91
10247,0,0,30,2,2,3,15,89,89,0,28148,0,4000,14552.34
10248,0,1,28,3,2,4,12,62,62,0,17685,6978.45,3625,8480.66
10249,0,0,25,1,2,3,3,16,10,5,7250,1814.62,4000,4569.3
10250,0,0,31,1,2,3,8,84,63,17,23631,0,4500,15210
10251,0,1,29,1,2,3,2,7,7,0,5797,4269.61,5000,6798.84
10252,0,1,30,2,2,4,5,32,9,22,18395,3654.56,5000,7038.96
10253,0,1,32,2,2,4,1,4,3,1,7500,6247.84,7500,10199.82
10254,0,1,29,1,2,2,14,93,93,0,40274,1675.98,4800,16612.84
10255,0,1,21,1,2,3,10,38,16,4,3950,0,750,2406.9
10256,0,1,28,2,2,4,18,81,77,4,22363,6263.3,4400,10614.42
10257,0,0,42,3,1,3,17,76,72,4,84717,18790.63,15334,19843.94
10258,0,1,29,2,2,2,5,10,9,1,45665,7870.28,11500,13597.92
10259,0,1,36,2,2,5,2,3,2,1,20000,22176.16,10000,23789.13
10260,0,1,27,1,2,3,2,6,6,0,3495,2902.92,2895,4350.59
10261,0,1,20,1,2,3,11,66,62,4,9995,2950.8,1500,5842.35
10262,0,1,31,1,2,5,1,2,1,1,2400,871.99,2400,2615.97
10263,0,1,37,3,2,3,3,19,19,0,12700,1005.6,6000,8985.4
10264,0,1,25,2,2,2,6,22,6,15,9400,0,4900,6416.14
10265,0,1,50,1,2,4,1,7,4,2,1900,0,1900,2257.2
10266,0,1,25,1,2,3,0,0,0,0,0,0,0,0
10267,0,1,22,1,2,2,1,6,6,0,600,0,600,681.78
10268,0,1,31,1,1,4,8,48,40,8,14075,0,3620,8108.27
10269,0,1,40,1,2,4,1,6,5,1,1600,0,1600,1891.74
10270,0,1,34,1,2,3,7,51,51,0,18500,3567.53,6000,7615.02
10271,0,1,36,1,2,3,2,5,4,1,2000,0,1000,1269.15
10272,1,1,21,1,2,3,5,22,16,5,7276,0,3500,4415.39
10273,0,1,35,3,2,4,2,18,18,0,15800,2530.54,13000,14153.88
10274,0,0,30,1,2,2,0,0,0,0,0,0,0,0
10275,0,1,27,1,2,3,18,47,39,1,25906,0,2000,4888.46
10276,0,0,35,2,2,4,2,14,12,2,7766,2640.73,5000,5580.84
10277,0,1,24,2,2,3,4,26,8,18,17139,211.64,10000,11323.32
10278,0,1,21,1,2,2,1,2,2,0,2250,1769.96,2250,2654.94
10279,0,1,28,1,2,3,10,24,17,7,16332,0,4000,5699.76
