1	0	1	36	1	2	3	5	54	45	9	0	9574	0	2485	8560.36
2	0	1	31	1	0	2	1	1	1	0	0	2500	0	2500	3399.06
3	0	0	28	1	2	2	8	12	12	0	0	12500	0	12500	15032.92
4	0	1	25	2	2	3	14	38	33	1	0	14105	1137.04	1850	4146.2
5	0	1	25	1	2	2	1	3	3	0	0	1000	0	1000	1146.72
6	0	0	34	1	2	3	1	3	2	1	0	1500	0	1500	1770.38
7	0	0	23	3	2	5	2	21	21	0	0	16400	0	10000	15962.5
8	0	0	28	1	2	2	3	12	11	1	0	10362	4764.34	4000	8011.65
9	0	1	27	1	2	4	11	30	28	2	0	24300	7739.91	10000	13597.74
10	0	1	39	1	2	5	4	24	16	8	0	21000	0	6000	6321.03
11	0	0	24	1	2	2	3	17	17	0	0	5134	864.24	2500	2854.62
12	0	1	27	1	2	3	0	0	0	0	0	0	0	0	0
13	0	1	30	1	0	4	8	48	46	2	0	18721	4288.67	5030	8527.82
14	0	0	28	2	1	4	19	56	53	3	0	43833	5499.18	10000	21001.25
15	0	1	24	1	2	3	1	3	3	0	0	1000	0	1000	1211.73
16	0	1	21	1	2	2	4	12	10	2	0	6965	5339.96	3000	6145.43
17	0	1	28	1	2	3	3	17	12	5	0	7992	270.65	3000	5767.1
18	0	0	25	2	2	3	1	9	4	5	0	6000	1882.05	6000	8158.2
19	0	1	30	1	2	2	3	28	24	4	0	3538	148.2	2000	3149.69
20	0	0	32	1	2	4	17	90	88	2	0	65389	9666	9000	21357.76
21	0	0	25	1	2	2	29	154	150	2	0	42047	0	3000	13027.33
22	0	1	29	1	2	4	13	67	64	3	0	17609	3667.64	2000	8871.19
23	0	1	40	1	2	3	1	0	0	0	0	900	1061.88	900	1061.88
24	0	1	27	1	2	3	1	3	2	1	0	1100	0	1100	1322.98
25	0	1	23	1	2	3	8	24	24	0	0	6148	1512.99	1083	2199.66
26	0	1	50	1	2	5	22	66	65	1	0	26921	2641.49	3340	5612.89
27	0	0	32	1	2	2	20	90	73	11	0	37434	6132.96	8783	12930.25
28	0	1	21	1	2	2	0	0	0	0	0	0	0	0	0
29	0	0	47	1	2	3	1	7	7	0	0	4000	2103.65	4000	5328.75
30	0	0	48	1	2	3	3	16	16	0	0	7333	3495.44	3599	6044.3
31	0	0	23	1	2	4	4	9	4	5	0	15000	3851.1	5300	5826.33
32	0	0	30	3	2	3	6	28	28	0	0	35994	4905.56	14000	16249.1
33	0	1	29	1	2	4	0	0	0	0	0	0	0	0	0
34	0	1	42	3	2	4	4	20	20	0	0	14584	1803.96	7000	8333.84
35	0	1	26	1	2	3	8	33	33	0	0	20333	8418.04	4000	12452.66
36	0	1	27	2	2	3	1	6	4	2	0	6000	0	6000	6851.22
37	0	1	21	1	2	2	2	9	7	2	0	2389	0	1600	1901.91
38	0	1	28	1	2	2	14	93	80	11	0	40265	9051.36	5804	15590.97
39	0	0	27	2	2	3	23	135	133	1	0	32098	2962.63	3900	10133.14
40	0	1	19	1	2	1	3	9	8	1	0	8643	6071.27	7000	8625.42
41	0	1	22	1	2	2	2	18	18	0	0	6412	2132.52	5412	6843.18
42	0	1	23	1	2	2	0	0	0	0	0	0	0	0	0
43	0	0	42	1	2	4	7	22	22	0	0	54042	12524.42	15100	18831.45
44	0	1	29	2	2	4	9	41	21	19	0	10947	3713.29	3343	7325.46
45	0	1	36	1	2	3	1	2	1	1	0	4840	5485.2	4840	6582.24
46	0	1	31	1	2	4	8	90	90	0	0	17899	0	3238	12534.71
47	0	1	45	1	2	3	4	31	30	1	0	14429	3079.29	5104	11139.19
48	0	0	24	1	2	4	1	2	0	2	0	6300	4956	6300	7480.38
49	0	1	25	1	2	4	12	70	70	0	0	21528	4170.6	5000	7736.06
50	0	1	29	2	2	4	10	29	28	1	0	74210	4402.65	12700	14117.4
51	0	1	27	1	2	3	2	13	5	8	0	5981	773.64	3000	4941.94
52	0	1	24	1	2	2	0	0	0	0	0	0	0	0	0
53	1	0	19	1	2	2	1	12	9	2	1	2000	0	2000	2763.96
54	0	1	27	1	2	2	9	93	91	2	0	12258	0	2158	9012.72
55	0	1	33	3	2	3	4	7	5	2	0	5250	0	3000	3640.17
56	0	1	34	1	2	3	2	9	8	1	0	2030	402.27	1015	1313.39
57	0	1	31	1	2	3	4	16	16	0	0	4991	0	3000	4079.28
58	0	1	26	3	2	3	1	12	12	0	0	5000	0	5000	4298.85
59	0	1	29	1	2	4	1	3	3	0	0	6000	3539.79	6000	7079.58
60	0	1	33	2	2	5	23	105	73	32	0	64914	11044.69	5000	12707.94
61	0	1	24	2	2	3	1	2	2	0	0	3000	1089.99	3000	3269.97
62	0	1	28	2	2	3	12	93	27	64	0	28602	8080.63	4921	9745.2
63	0	1	31	1	2	2	0	0	0	0	0	0	0	0	0
64	0	1	21	1	2	4	2	18	18	0	0	2500	0	1250	1403.88
65	0	0	29	2	1	2	1	12	12	0	0	3000	0	3000	3558.48
66	0	1	30	1	2	3	0	0	0	0	0	0	0	0	0
67	0	0	34	1	2	4	4	25	25	0	0	22249	4435.81	9500	11417.78
68	0	1	35	1	2	3	2	16	12	4	0	2112	735.95	1112	1519.98
69	0	1	26	2	2	3	0	0	0	0	0	0	0	0	0
70	0	1	41	2	2	2	18	175	157	17	0	28418	2054.48	5100	10861.63
71	0	1	31	1	2	4	4	24	21	3	0	19265	5614.18	9800	11812.29
72	0	1	36	1	2	2	2	8	3	5	0	4000	1056.96	2000	2564.2
73	0	1	24	1	2	3	4	30	30	0	0	11346	3856.95	3885	7606.94
74	0	1	24	1	2	2	6	18	13	4	0	9710	0	4000	5842.04
75	0	1	22	1	2	3	17	98	98	0	0	17975	2047.92	2659	4498.8
76	0	1	28	1	2	3	1	3	3	0	0	1000	0	1000	1192.26
77	0	0	24	1	2	2	0	0	0	0	0	0	0	0	0
78	0	1	29	2	2	4	27	130	130	0	0	56877	8984.33	8000	13874.36
79	0	1	26	1	2	3	1	2	2	0	0	4100	3225.04	4100	4837.56
80	0	1	19	1	2	2	1	3	3	0	0	500	0	500	606.66
81	0	1	24	3	2	4	1	2	2	0	0	20900	27104	20900	29568
82	0	0	33	2	2	4	17	121	121	0	0	76012	13320.32	15000	32649.7
83	0	0	44	1	2	3	1	2	1	1	0	8100	6331.04	8100	9542.45
84	0	1	37	2	2	5	5	22	21	1	0	20437	3490.15	9500	10847.7
85	0	1	37	1	2	4	21	117	117	0	0	41539	5658.21	4448	12769.33
86	0	1	22	1	2	3	6	42	39	3	0	7310	1070.34	2750	3086.4
87	0	0	29	1	2	4	1	7	7	0	0	6500	3398.1	6500	8837.94
88	0	1	40	1	2	3	1	12	12	0	0	2000	0	2000	1310.26
89	0	1	18	1	2	2	1	2	2	0	0	500	0	500	617.49
90	0	0	36	1	2	3	5	32	24	8	0	14170	1830.5	5100	8196.08
91	0	1	42	1	2	3	0	0	0	0	0	0	0	0	0
92	0	1	28	1	2	3	4	26	26	0	0	6487	1266.24	2396	3680.61
93	0	1	27	2	2	3	12	65	65	0	0	20098.41	0	3370	7604.08
94	0	1	29	2	2	4	6	34	31	3	0	20643	6113.64	7700	10779.55
95	0	0	37	1	2	3	5	28	25	3	0	14790	3371.5	5600	6476.7
96	0	1	18	1	2	2	1	3	2	1	0	2000	0	2000	2443.23
97	0	1	28	1	2	3	4	25	19	6	0	4657	925.67	1800	3255.5
98	0	1	24	1	2	3	2	6	5	1	0	2160	0	1300	1523.25
99	0	1	24	1	2	4	5	21	12	9	0	19160	1409.2	7000	9649.57
100	0	0	25	3	2	4	9	72	52	19	0	21776	2596.98	5000	10265.73
101	0	1	44	1	2	2	4	27	27	0	0	11669	833.79	4786	6339.33
102	0	1	35	1	2	4	12	58	55	3	0	45740	7534.25	10000	12262.64
103	0	1	25	1	2	4	10	29	24	5	0	16169	1585.64	3800	4356.99
104	0	1	41	1	2	3	8	86	79	7	0	36118	0	8645	12185.76
105	0	1	21	1	2	2	1	3	2	1	0	3000	3015.66	3000	4079.82
106	0	1	30	2	2	5	21	144	124	19	0	69425	13978.47	12874	17812.95
107	0	1	24	2	2	2	10	52	52	0	0	29600	14204.38	7000	20203.99
108	0	1	27	3	2	4	5	37	30	5	0	10057	1062.67	3500	4251.52
109	0	0	20	1	2	2	10	64	62	1	0	8412	1068.89	1100	2179.51
110	0	1	20	1	2	3	1	2	1	1	0	900	326.99	900	980.97
111	0	1	41	1	2	3	4	23	20	3	0	6782	237.55	3000	3549.04
112	0	0	22	1	2	2	0	0	0	0	0	0	0	0	0
113	0	1	35	3	2	3	1	6	6	0	0	5500	0	5500	5825.22
114	0	0	30	1	2	4	7	46	37	6	0	42707	1595.96	18500	20075.58
115	0	1	33	1	2	4	4	27	22	5	0	11810	1576.14	4000	6567.51
116	0	1	23	1	2	3	11	29	29	0	0	23444	0	5000	9251.66
117	0	1	25	2	1	4	18	74	72	2	0	44960	4765.5	10300	13049.56
118	0	0	26	3	2	3	10	62	27	29	0	36438	0	10000	11244.68
119	0	1	27	1	2	4	8	41	41	0	0	9185	943.88	1800	2285.73
120	0	1	33	1	2	3	23	121	94	27	0	33540	3588.97	3000	8577.21
121	0	1	20	1	0	3	1	4	4	0	0	900	353.98	900	1061.94
122	0	1	28	1	2	2	1	7	5	2	0	2000	1087.2	2000	2719.28
123	0	1	36	1	2	2	1	2	2	0	0	1200	944	1200	1416
124	0	1	29	1	2	4	9	44	10	34	0	17702	0	3561	7185.24
125	0	0	30	1	2	3	1	12	6	6	0	11000	0	11000	12354.36
126	0	1	18	1	2	2	1	3	3	0	0	2250	2294.82	2250	3059.76
127	0	0	29	1	2	2	1	3	2	1	0	1500	0	1500	1820.07
128	0	1	27	1	2	3	0	0	0	0	0	0	0	0	0
129	0	1	34	2	2	3	2	9	5	4	0	8074	0	6000	6792.71
130	0	0	24	3	2	4	5	36	36	0	0	12192	678.09	5000	5500.8
131	0	0	32	1	2	3	5	44	43	1	0	25547	0	9142	10796.38
132	0	0	27	1	2	3	0	0	0	0	0	0	0	0	0
133	0	1	25	1	2	3	0	0	0	0	0	0	0	0	0
134	0	1	40	1	1	2	10	43	40	3	0	15393	1442.58	3000	5070.06
135	0	1	28	1	2	4	1	4	1	3	0	2400	2047.28	2400	3289.29
136	0	1	51	1	2	3	8	68	66	2	0	51308	10213.23	12000	20554.02
137	0	0	44	1	2	4	1	2	2	0	0	2000	1573.28	2000	2359.92
138	0	1	29	2	2	5	19	160	157	3	0	85364	12064.95	15057	26803.03
139	0	1	33	1	2	4	2	5	4	1	0	5300	0	5100	6009.42
140	0	1	28	1	2	4	0	0	0	0	0	0	0	0	0
141	0	1	35	2	2	4	17	94	94	0	0	47937	2078.66	8300	12500.52
142	0	1	24	1	2	2	0	0	0	0	0	0	0	0	0
143	0	0	28	1	2	3	20	203	125	77	0	66875	14953.06	10000	23233.69
144	0	1	42	1	2	3	21	112	109	3	0	43602	4863.95	5019	10949.69
145	0	1	23	1	2	2	0	0	0	0	0	0	0	0	0
146	0	1	19	1	0	2	1	2	2	0	0	1800	1416	1800	2124
147	0	0	33	1	2	2	13	92	92	0	0	23232	6448.32	3263	10053.05
148	0	1	42	1	2	4	1	3	1	2	0	5000	2930.82	5000	5861.64
149	0	0	22	1	1	4	16	92	92	0	0	29501	2385.64	3785	5632.88
150	0	1	36	1	2	3	9	35	25	10	0	17169	0	3162	6739.89
151	0	1	27	2	2	2	3	16	13	2	0	12915	3605.2	6500	7422.12
152	0	1	31	1	2	5	1	11	8	3	0	12300	1174.84	12300	14108.73
153	0	1	25	2	0	4	15	39	36	3	0	12700	3966.48	5000	7583.43
154	0	0	24	1	2	3	8	36	35	1	0	16048	3609.09	6000	9211.87
155	0	1	35	1	2	2	0	0	0	0	0	0	0	0	0
156	0	1	29	1	2	3	2	8	8	0	0	4000	0	2000	2272.56
157	0	1	27	2	2	3	1	3	2	1	0	5500	3244.86	5500	6489.72
158	0	1	25	1	2	3	3	12	12	0	0	11600	0	8000	8473.08
159	0	1	23	1	2	2	2	8	8	0	0	1700	662.2	1000	1642.44
160	0	0	33	1	2	3	9	87	84	3	0	11610	0	2500	9036.87
161	0	1	51	1	2	3	2	17	5	10	0	5823	0	3900	4682.98
162	0	1	38	1	2	3	1	3	2	1	0	1500	0	1500	1757.61
163	0	1	28	1	2	3	1	4	3	1	0	3000	2609.12	3000	4105.2
164	0	1	23	1	2	2	2	9	9	0	0	11500	8259.86	6500	13914.89
165	0	0	27	1	2	4	1	6	4	2	0	4000	2609.52	4000	5439.04
166	0	1	30	2	2	4	14	101	99	2	0	47354	0	7500	20382.48
167	0	1	26	1	2	3	1	6	0	6	0	5000	3306.9	5000	6814.33
168	0	1	23	1	2	3	2	12	12	0	0	2029	0	1029	1486.84
169	0	1	24	1	2	3	1	3	3	0	0	1400	825.93	1400	1651.86
170	0	1	27	1	2	3	14	95	91	4	0	33661	9147.89	4979	13704.14
171	0	1	32	1	2	2	0	0	0	0	0	0	0	0	0
172	0	1	44	1	2	3	9	53	46	7	0	18686	0	3994	6655.17
173	0	1	24	2	2	1	5	13	13	0	0	32938	6427.2	11500	13651.89
174	0	0	31	2	2	4	21	71	71	0	0	110506	25612.37	10428	28977.12
175	0	1	35	1	2	3	1	2	2	0	0	1400	1101.24	1400	1651.86
176	0	1	55	1	2	3	6	48	46	2	0	15890	0	4000	5989.15
177	0	0	38	1	2	3	6	69	69	0	0	23892	0	5139	17851.95
178	0	0	35	2	2	3	11	59	59	0	0	23706	4035.57	3986	8762.84
179	0	1	28	1	2	5	5	17	17	0	0	7394	847.8	2000	2856.49
180	0	1	23	1	2	3	8	34	33	1	0	11491	3038.43	2871	4555.94
181	0	1	25	1	2	2	7	33	32	1	0	4836	970	833	2220.39
182	0	1	20	1	2	1	6	28	23	5	0	7900	0	3000	3684.12
183	0	0	21	1	2	2	3	8	7	1	0	2700	0	900	1054.56
184	0	1	30	2	2	3	12	97	97	0	0	50942	2444.5	9419	17284.4
185	0	0	21	1	2	4	0	0	0	0	0	0	0	0	0
186	0	1	22	2	2	2	14	67	55	12	0	25366	6643.21	7300	9103.77
187	0	1	43	1	2	3	6	60	60	0	0	15201	0	3000	11178.6
188	0	1	29	1	2	3	1	9	8	1	0	2500	799.77	2500	3399.08
189	0	1	30	1	2	3	5	35	34	1	0	5799	678.01	2000	3644.83
190	0	1	49	1	2	5	7	28	27	1	0	59500	17087.3	13000	19155.4
191	0	1	23	3	2	3	1	1	1	0	0	1000	0	1000	1179.9
192	0	1	27	2	2	4	4	36	32	4	0	10407	0	4000	5467.68
193	0	1	20	1	2	2	1	2	2	0	0	500	566.6	500	679.92
194	0	0	37	1	2	4	4	15	15	0	0	9475	0	3000	3489.99
195	0	1	27	1	2	2	1	2	2	0	0	1600	1258.56	1600	1887.84
196	0	1	44	1	2	2	2	16	9	6	0	4261	0	2600	3377.87
197	0	1	22	1	2	2	1	9	3	6	0	3000	978.51	3000	3587.87
198	0	1	23	1	2	2	3	7	6	0	0	4600	2039.85	2000	2719.8
199	0	1	24	1	0	4	12	61	41	20	0	24956	0	4286	9732
200	0	1	21	1	2	2	0	0	0	0	0	0	0	0	0
201	0	0	22	2	2	2	2	5	5	0	0	2000	1694.81	1500	1941.27
202	0	1	30	2	2	4	10	45	45	0	0	80433	19009.13	14372	26253.55
203	0	1	25	1	2	3	1	2	2	0	0	3000	0	3000	3269.82
204	0	0	29	1	2	3	7	33	33	0	0	45145	8378.02	11278	19956.93
205	0	1	20	1	2	2	7	39	37	2	0	15373	0	4500	4906.74
206	0	0	32	3	2	2	7	27	25	2	0	14650	7900.07	5000	9966.78
207	0	1	24	1	2	3	21	137	137	0	0	21600	2666.17	2000	7253.95
208	0	1	36	1	2	4	3	13	13	0	0	9630	2865.9	4330	5498.52
209	0	1	44	1	2	1	4	30	29	1	0	7369	0	2321	3896.24
210	0	0	27	2	0	4	5	12	12	0	0	9500	0	9500	10669.68
211	0	1	34	1	0	4	20	42	41	0	0	33332	0	7000	10090.54
212	0	1	26	1	2	3	2	20	11	7	0	5200	0	4200	4605.58
213	0	1	29	2	2	5	3	8	3	5	0	4400	2382.72	3000	3835.46
214	0	1	52	1	2	4	11	84	84	0	0	38315	4339.56	6376	12736.34
215	0	0	37	1	2	4	5	15	14	1	0	11787	0	4500	7205.54
216	0	1	22	1	2	3	3	12	11	1	0	3000	0	1000	1249.11
217	0	0	24	1	2	3	6	24	22	2	0	14373	3566.93	5000	5750.13
218	0	1	28	1	2	5	10	47	47	0	0	21002	5246.14	5000	10103.82
219	0	1	33	1	2	2	2	11	11	0	0	13700	4280.84	8100	10279.89
220	0	1	27	1	2	3	6	38	34	4	0	9933	2564.03	3900	5268.94
221	0	1	26	3	2	3	4	36	36	0	0	16014	0	10800	12129.72
222	0	0	30	1	2	2	0	0	0	0	0	0	0	0	0
223	0	1	20	1	2	2	2	12	12	0	0	2100	0	1050	1333.29
224	0	1	32	1	2	4	4	18	15	3	0	26780	6529.2	13000	14720.34
225	0	1	24	2	2	3	11	72	67	5	0	36260	0	5075	20315.48
226	0	1	27	2	2	3	1	4	1	3	0	3500	2985.6	3500	4785.78
227	0	0	40	1	2	3	3	13	9	4	0	11856	3930.23	8000	9362.76
228	0	1	27	1	2	3	7	35	34	1	0	13200	3846.25	4000	7046.93
229	0	1	43	3	2	3	10	46	46	0	0	33808	0	8282	12290.03
230	0	1	19	1	2	2	2	7	6	1	0	3000	2222.78	2000	3087.15
231	0	1	35	2	2	5	1	2	1	1	0	4500	3540	4500	5345.5
232	0	1	40	1	2	3	2	19	9	9	0	3704	0	2200	3407.3
233	0	1	32	3	1	5	27	197	194	3	0	78688	17213.72	10388	27356.35
234	0	1	38	2	2	5	5	21	18	2	0	7030	0	2800	5013.25
235	0	0	42	1	2	4	9	45	42	2	0	15908	3435.58	3500	6797.62
236	0	1	25	2	2	2	5	27	27	0	0	5333	342.96	2000	2492.47
237	0	1	38	1	2	3	1	6	5	1	0	4000	2719.5	4000	5439
238	0	1	37	1	2	4	1	7	6	1	0	3000	1568.35	3000	4079.04
239	0	1	24	1	2	3	5	32	17	15	0	8699	1163.72	4797	7005.06
240	0	1	29	1	2	3	0	0	0	0	0	0	0	0	0
241	0	1	30	1	2	5	16	121	117	4	0	42780	7986.58	6053	21755.36
242	0	1	29	2	2	2	1	9	2	0	0	750	0	750	791.44
243	0	0	28	1	2	2	5	36	35	1	0	11712	2575.66	4000	5590.52
244	0	1	43	1	2	4	12	85	85	0	0	27877.17	0	4718	12363.16
